# Renewables.ninja Solar PV (Point API) - -1.886, 30.130 - Version: 1.1 (using GSEE v0.3.1) - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.060,,,,,,,,,,,,,,,,,
# Units: time in UTC, local_time in Africa/Kigali, electricity in kW, irradiance_direct in kW/m², irradiance_diffuse in kW/m², temperature in ºC,,,,,,,,,,,,,
"# {""units"": {""time"": ""UTC"""," ""local_time"": ""Africa/Kigali"""," ""electricity"": ""kW"""," ""irradiance_direct"": ""kW/m\u00b2"""," ""irradiance_diffuse"": ""kW/m\u00b2"""," ""temperature"": ""\u00baC""}"," ""params"": {""local_time"": true"," ""header"": true"," ""lat"": ""-1.8859597"""," ""lon"": ""30.1296751"""," ""date_from"": ""2019-01-01"""," ""date_to"": ""2019-12-31"""," ""dataset"": ""merra2"""," ""capacity"": ""1"""," ""system_loss"": ""0.1"""," ""tracking"": ""0"""," ""tilt"": ""35"""," ""azim"": ""180"""," ""raw"": true}}"
time,local_time,electricity,irradiance_direct,irradiance_diffuse,temperature,,,,,,,,,,,,,
01/01/2019 00:00,01/01/2019 02:00,0,0,0,15.295,,,,,,,,,,,,,
01/01/2019 01:00,01/01/2019 03:00,0,0,0,15.343,,,,,,,,,,,,,
01/01/2019 02:00,01/01/2019 04:00,0,0,0,15.467,,,,,,,,,,,,,
01/01/2019 03:00,01/01/2019 05:00,0,0,0,15.664,,,,,,,,,,,,,
01/01/2019 04:00,01/01/2019 06:00,0.023,0,0.039,16.453,,,,,,,,,,,,,
01/01/2019 05:00,01/01/2019 07:00,0.096,0.002,0.12,17.821,,,,,,,,,,,,,
01/01/2019 06:00,01/01/2019 08:00,0.186,0.01,0.213,19.005,,,,,,,,,,,,,
01/01/2019 07:00,01/01/2019 09:00,0.267,0.022,0.294,19.957,,,,,,,,,,,,,
01/01/2019 08:00,01/01/2019 10:00,0.302,0.025,0.334,20.703,,,,,,,,,,,,,
01/01/2019 09:00,01/01/2019 11:00,0.322,0.027,0.355,21.344,,,,,,,,,,,,,
01/01/2019 10:00,01/01/2019 12:00,0.347,0.037,0.378,22.059,,,,,,,,,,,,,
01/01/2019 11:00,01/01/2019 13:00,0.354,0.05,0.375,22.772,,,,,,,,,,,,,
01/01/2019 12:00,01/01/2019 14:00,0.328,0.058,0.336,23.201,,,,,,,,,,,,,
01/01/2019 13:00,01/01/2019 15:00,0.239,0.032,0.256,22.964,,,,,,,,,,,,,
01/01/2019 14:00,01/01/2019 16:00,0.129,0.007,0.155,22.167,,,,,,,,,,,,,
01/01/2019 15:00,01/01/2019 17:00,0.033,0,0.052,20.512,,,,,,,,,,,,,
01/01/2019 16:00,01/01/2019 18:00,0,0,0,18.324,,,,,,,,,,,,,
01/01/2019 17:00,01/01/2019 19:00,0,0,0,17.672,,,,,,,,,,,,,
01/01/2019 18:00,01/01/2019 20:00,0,0,0,17.166,,,,,,,,,,,,,
01/01/2019 19:00,01/01/2019 21:00,0,0,0,16.763,,,,,,,,,,,,,
01/01/2019 20:00,01/01/2019 22:00,0,0,0,16.57,,,,,,,,,,,,,
01/01/2019 21:00,01/01/2019 23:00,0,0,0,16.436,,,,,,,,,,,,,
01/01/2019 22:00,02/01/2019 00:00,0,0,0,16.242,,,,,,,,,,,,,
01/01/2019 23:00,02/01/2019 01:00,0,0,0,15.856,,,,,,,,,,,,,
02/01/2019 00:00,02/01/2019 02:00,0,0,0,15.226,,,,,,,,,,,,,
02/01/2019 01:00,02/01/2019 03:00,0,0,0,14.683,,,,,,,,,,,,,
02/01/2019 02:00,02/01/2019 04:00,0,0,0,14.224,,,,,,,,,,,,,
02/01/2019 03:00,02/01/2019 05:00,0,0,0,13.986,,,,,,,,,,,,,
02/01/2019 04:00,02/01/2019 06:00,0.031,0,0.049,15.511,,,,,,,,,,,,,
02/01/2019 05:00,02/01/2019 07:00,0.106,0.055,0.079,18.687,,,,,,,,,,,,,
02/01/2019 06:00,02/01/2019 08:00,0.266,0.233,0.085,22.498,,,,,,,,,,,,,
02/01/2019 07:00,02/01/2019 09:00,0.4,0.389,0.097,24.708,,,,,,,,,,,,,
02/01/2019 08:00,02/01/2019 10:00,0.491,0.503,0.106,26.024,,,,,,,,,,,,,
02/01/2019 09:00,02/01/2019 11:00,0.534,0.559,0.112,26.987,,,,,,,,,,,,,
02/01/2019 10:00,02/01/2019 12:00,0.532,0.558,0.113,27.584,,,,,,,,,,,,,
02/01/2019 11:00,02/01/2019 13:00,0.485,0.496,0.111,27.793,,,,,,,,,,,,,
02/01/2019 12:00,02/01/2019 14:00,0.393,0.379,0.105,27.546,,,,,,,,,,,,,
02/01/2019 13:00,02/01/2019 15:00,0.264,0.227,0.096,26.841,,,,,,,,,,,,,
02/01/2019 14:00,02/01/2019 16:00,0.116,0.062,0.087,25.583,,,,,,,,,,,,,
02/01/2019 15:00,02/01/2019 17:00,0.032,0,0.052,22.885,,,,,,,,,,,,,
02/01/2019 16:00,02/01/2019 18:00,0,0,0,20.194,,,,,,,,,,,,,
02/01/2019 17:00,02/01/2019 19:00,0,0,0,19.372,,,,,,,,,,,,,
02/01/2019 18:00,02/01/2019 20:00,0,0,0,18.48,,,,,,,,,,,,,
02/01/2019 19:00,02/01/2019 21:00,0,0,0,17.646,,,,,,,,,,,,,
02/01/2019 20:00,02/01/2019 22:00,0,0,0,16.915,,,,,,,,,,,,,
02/01/2019 21:00,02/01/2019 23:00,0,0,0,16.677,,,,,,,,,,,,,
02/01/2019 22:00,03/01/2019 00:00,0,0,0,16.579,,,,,,,,,,,,,
02/01/2019 23:00,03/01/2019 01:00,0,0,0,16.227,,,,,,,,,,,,,
03/01/2019 00:00,03/01/2019 02:00,0,0,0,15.639,,,,,,,,,,,,,
03/01/2019 01:00,03/01/2019 03:00,0,0,0,15.231,,,,,,,,,,,,,
03/01/2019 02:00,03/01/2019 04:00,0,0,0,15.133,,,,,,,,,,,,,
03/01/2019 03:00,03/01/2019 05:00,0,0,0,15.377,,,,,,,,,,,,,
03/01/2019 04:00,03/01/2019 06:00,0.031,0,0.049,16.931,,,,,,,,,,,,,
03/01/2019 05:00,03/01/2019 07:00,0.108,0.053,0.085,20.139,,,,,,,,,,,,,
03/01/2019 06:00,03/01/2019 08:00,0.262,0.212,0.103,23.016,,,,,,,,,,,,,
03/01/2019 07:00,03/01/2019 09:00,0.398,0.376,0.108,24.641,,,,,,,,,,,,,
03/01/2019 08:00,03/01/2019 10:00,0.485,0.479,0.121,25.781,,,,,,,,,,,,,
03/01/2019 09:00,03/01/2019 11:00,0.524,0.521,0.134,26.616,,,,,,,,,,,,,
03/01/2019 10:00,03/01/2019 12:00,0.517,0.506,0.143,27.149,,,,,,,,,,,,,
03/01/2019 11:00,03/01/2019 13:00,0.468,0.435,0.148,27.283,,,,,,,,,,,,,
03/01/2019 12:00,03/01/2019 14:00,0.381,0.323,0.144,27.007,,,,,,,,,,,,,
03/01/2019 13:00,03/01/2019 15:00,0.26,0.18,0.138,26.254,,,,,,,,,,,,,
03/01/2019 14:00,03/01/2019 16:00,0.128,0.037,0.126,24.934,,,,,,,,,,,,,
03/01/2019 15:00,03/01/2019 17:00,0.033,0,0.053,22.632,,,,,,,,,,,,,
03/01/2019 16:00,03/01/2019 18:00,0,0,0,19.904,,,,,,,,,,,,,
03/01/2019 17:00,03/01/2019 19:00,0,0,0,18.98,,,,,,,,,,,,,
03/01/2019 18:00,03/01/2019 20:00,0,0,0,18.186,,,,,,,,,,,,,
03/01/2019 19:00,03/01/2019 21:00,0,0,0,17.492,,,,,,,,,,,,,
03/01/2019 20:00,03/01/2019 22:00,0,0,0,17.103,,,,,,,,,,,,,
03/01/2019 21:00,03/01/2019 23:00,0,0,0,17.125,,,,,,,,,,,,,
03/01/2019 22:00,04/01/2019 00:00,0,0,0,17.097,,,,,,,,,,,,,
03/01/2019 23:00,04/01/2019 01:00,0,0,0,16.699,,,,,,,,,,,,,
04/01/2019 00:00,04/01/2019 02:00,0,0,0,16.134,,,,,,,,,,,,,
04/01/2019 01:00,04/01/2019 03:00,0,0,0,15.622,,,,,,,,,,,,,
04/01/2019 02:00,04/01/2019 04:00,0,0,0,15.12,,,,,,,,,,,,,
04/01/2019 03:00,04/01/2019 05:00,0,0.005,0,14.941,,,,,,,,,,,,,
04/01/2019 04:00,04/01/2019 06:00,0.039,0,0.058,16.578,,,,,,,,,,,,,
04/01/2019 05:00,04/01/2019 07:00,0.138,0.021,0.149,19.53,,,,,,,,,,,,,
04/01/2019 06:00,04/01/2019 08:00,0.264,0.109,0.206,21.924,,,,,,,,,,,,,
04/01/2019 07:00,04/01/2019 09:00,0.388,0.259,0.209,23.585,,,,,,,,,,,,,
04/01/2019 08:00,04/01/2019 10:00,0.449,0.281,0.267,24.567,,,,,,,,,,,,,
04/01/2019 09:00,04/01/2019 11:00,0.478,0.282,0.308,25.39,,,,,,,,,,,,,
04/01/2019 10:00,04/01/2019 12:00,0.467,0.24,0.336,25.799,,,,,,,,,,,,,
04/01/2019 11:00,04/01/2019 13:00,0.416,0.158,0.35,25.612,,,,,,,,,,,,,
04/01/2019 12:00,04/01/2019 14:00,0.302,0.054,0.311,24.718,,,,,,,,,,,,,
04/01/2019 13:00,04/01/2019 15:00,0.199,0.019,0.223,23.623,,,,,,,,,,,,,
04/01/2019 14:00,04/01/2019 16:00,0.111,0.005,0.137,22.528,,,,,,,,,,,,,
04/01/2019 15:00,04/01/2019 17:00,0.023,0,0.039,21.021,,,,,,,,,,,,,
04/01/2019 16:00,04/01/2019 18:00,0,0,0,19.516,,,,,,,,,,,,,
04/01/2019 17:00,04/01/2019 19:00,0,0,0,18.924,,,,,,,,,,,,,
04/01/2019 18:00,04/01/2019 20:00,0,0,0,18.381,,,,,,,,,,,,,
04/01/2019 19:00,04/01/2019 21:00,0,0,0,17.868,,,,,,,,,,,,,
04/01/2019 20:00,04/01/2019 22:00,0,0,0,17.439,,,,,,,,,,,,,
04/01/2019 21:00,04/01/2019 23:00,0,0,0,17.101,,,,,,,,,,,,,
04/01/2019 22:00,05/01/2019 00:00,0,0,0,16.774,,,,,,,,,,,,,
04/01/2019 23:00,05/01/2019 01:00,0,0,0,16.469,,,,,,,,,,,,,
05/01/2019 00:00,05/01/2019 02:00,0,0,0,16.293,,,,,,,,,,,,,
05/01/2019 01:00,05/01/2019 03:00,0,0,0,16.245,,,,,,,,,,,,,
05/01/2019 02:00,05/01/2019 04:00,0,0,0,16.117,,,,,,,,,,,,,
05/01/2019 03:00,05/01/2019 05:00,0,0,0,16.271,,,,,,,,,,,,,
05/01/2019 04:00,05/01/2019 06:00,0.024,0,0.04,17.239,,,,,,,,,,,,,
05/01/2019 05:00,05/01/2019 07:00,0.111,0.004,0.136,19.001,,,,,,,,,,,,,
05/01/2019 06:00,05/01/2019 08:00,0.211,0.021,0.232,20.798,,,,,,,,,,,,,
05/01/2019 07:00,05/01/2019 09:00,0.33,0.073,0.321,22.306,,,,,,,,,,,,,
05/01/2019 08:00,05/01/2019 10:00,0.428,0.167,0.353,23.829,,,,,,,,,,,,,
05/01/2019 09:00,05/01/2019 11:00,0.458,0.194,0.368,24.797,,,,,,,,,,,,,
05/01/2019 10:00,05/01/2019 12:00,0.473,0.228,0.354,25.544,,,,,,,,,,,,,
05/01/2019 11:00,05/01/2019 13:00,0.423,0.163,0.354,25.64,,,,,,,,,,,,,
05/01/2019 12:00,05/01/2019 14:00,0.328,0.078,0.319,24.989,,,,,,,,,,,,,
05/01/2019 13:00,05/01/2019 15:00,0.252,0.053,0.251,24.376,,,,,,,,,,,,,
05/01/2019 14:00,05/01/2019 16:00,0.136,0.013,0.158,23.415,,,,,,,,,,,,,
05/01/2019 15:00,05/01/2019 17:00,0.032,0,0.051,21.596,,,,,,,,,,,,,
05/01/2019 16:00,05/01/2019 18:00,0,0,0,19.515,,,,,,,,,,,,,
05/01/2019 17:00,05/01/2019 19:00,0,0,0,18.794,,,,,,,,,,,,,
05/01/2019 18:00,05/01/2019 20:00,0,0,0,18.208,,,,,,,,,,,,,
05/01/2019 19:00,05/01/2019 21:00,0,0,0,17.821,,,,,,,,,,,,,
05/01/2019 20:00,05/01/2019 22:00,0,0,0,17.51,,,,,,,,,,,,,
05/01/2019 21:00,05/01/2019 23:00,0,0,0,17.136,,,,,,,,,,,,,
05/01/2019 22:00,06/01/2019 00:00,0,0,0,16.561,,,,,,,,,,,,,
05/01/2019 23:00,06/01/2019 01:00,0,0,0,16.155,,,,,,,,,,,,,
06/01/2019 00:00,06/01/2019 02:00,0,0,0,16.047,,,,,,,,,,,,,
06/01/2019 01:00,06/01/2019 03:00,0,0,0,15.953,,,,,,,,,,,,,
06/01/2019 02:00,06/01/2019 04:00,0,0,0,15.894,,,,,,,,,,,,,
06/01/2019 03:00,06/01/2019 05:00,0,0,0,16.045,,,,,,,,,,,,,
06/01/2019 04:00,06/01/2019 06:00,0.021,0,0.037,16.843,,,,,,,,,,,,,
06/01/2019 05:00,06/01/2019 07:00,0.108,0.004,0.132,18.59,,,,,,,,,,,,,
06/01/2019 06:00,06/01/2019 08:00,0.244,0.053,0.237,20.777,,,,,,,,,,,,,
06/01/2019 07:00,06/01/2019 09:00,0.365,0.172,0.266,22.684,,,,,,,,,,,,,
06/01/2019 08:00,06/01/2019 10:00,0.44,0.258,0.277,23.929,,,,,,,,,,,,,
06/01/2019 09:00,06/01/2019 11:00,0.492,0.347,0.26,24.908,,,,,,,,,,,,,
06/01/2019 10:00,06/01/2019 12:00,0.492,0.358,0.25,25.58,,,,,,,,,,,,,
06/01/2019 11:00,06/01/2019 13:00,0.464,0.364,0.209,26.089,,,,,,,,,,,,,
06/01/2019 12:00,06/01/2019 14:00,0.391,0.307,0.171,26.157,,,,,,,,,,,,,
06/01/2019 13:00,06/01/2019 15:00,0.273,0.187,0.146,25.621,,,,,,,,,,,,,
06/01/2019 14:00,06/01/2019 16:00,0.135,0.046,0.125,24.415,,,,,,,,,,,,,
06/01/2019 15:00,06/01/2019 17:00,0.036,0,0.056,22.037,,,,,,,,,,,,,
06/01/2019 16:00,06/01/2019 18:00,0,0,0,19.079,,,,,,,,,,,,,
06/01/2019 17:00,06/01/2019 19:00,0,0,0,18.028,,,,,,,,,,,,,
06/01/2019 18:00,06/01/2019 20:00,0,0,0,17.283,,,,,,,,,,,,,
06/01/2019 19:00,06/01/2019 21:00,0,0,0,16.691,,,,,,,,,,,,,
06/01/2019 20:00,06/01/2019 22:00,0,0,0,16.211,,,,,,,,,,,,,
06/01/2019 21:00,06/01/2019 23:00,0,0,0,15.917,,,,,,,,,,,,,
06/01/2019 22:00,07/01/2019 00:00,0,0,0,15.944,,,,,,,,,,,,,
06/01/2019 23:00,07/01/2019 01:00,0,0,0,15.906,,,,,,,,,,,,,
07/01/2019 00:00,07/01/2019 02:00,0,0,0,15.666,,,,,,,,,,,,,
07/01/2019 01:00,07/01/2019 03:00,0,0,0,15.281,,,,,,,,,,,,,
07/01/2019 02:00,07/01/2019 04:00,0,0,0,14.808,,,,,,,,,,,,,
07/01/2019 03:00,07/01/2019 05:00,0,0,0,14.549,,,,,,,,,,,,,
07/01/2019 04:00,07/01/2019 06:00,0.037,0,0.055,15.89,,,,,,,,,,,,,
07/01/2019 05:00,07/01/2019 07:00,0.129,0.032,0.128,18.43,,,,,,,,,,,,,
07/01/2019 06:00,07/01/2019 08:00,0.264,0.152,0.162,21.668,,,,,,,,,,,,,
07/01/2019 07:00,07/01/2019 09:00,0.38,0.277,0.182,23.925,,,,,,,,,,,,,
07/01/2019 08:00,07/01/2019 10:00,0.463,0.378,0.191,25.142,,,,,,,,,,,,,
07/01/2019 09:00,07/01/2019 11:00,0.511,0.45,0.187,26.073,,,,,,,,,,,,,
07/01/2019 10:00,07/01/2019 12:00,0.512,0.452,0.188,26.752,,,,,,,,,,,,,
07/01/2019 11:00,07/01/2019 13:00,0.452,0.342,0.219,26.907,,,,,,,,,,,,,
07/01/2019 12:00,07/01/2019 14:00,0.366,0.219,0.229,26.649,,,,,,,,,,,,,
07/01/2019 13:00,07/01/2019 15:00,0.257,0.105,0.209,26.007,,,,,,,,,,,,,
07/01/2019 14:00,07/01/2019 16:00,0.133,0.021,0.148,24.879,,,,,,,,,,,,,
07/01/2019 15:00,07/01/2019 17:00,0.035,0,0.054,22.33,,,,,,,,,,,,,
07/01/2019 16:00,07/01/2019 18:00,0,0,0,19.497,,,,,,,,,,,,,
07/01/2019 17:00,07/01/2019 19:00,0,0,0,18.392,,,,,,,,,,,,,
07/01/2019 18:00,07/01/2019 20:00,0,0,0,17.555,,,,,,,,,,,,,
07/01/2019 19:00,07/01/2019 21:00,0,0,0,16.894,,,,,,,,,,,,,
07/01/2019 20:00,07/01/2019 22:00,0,0,0,16.492,,,,,,,,,,,,,
07/01/2019 21:00,07/01/2019 23:00,0,0,0,16.019,,,,,,,,,,,,,
07/01/2019 22:00,08/01/2019 00:00,0,0,0,15.634,,,,,,,,,,,,,
07/01/2019 23:00,08/01/2019 01:00,0,0,0,15.34,,,,,,,,,,,,,
08/01/2019 00:00,08/01/2019 02:00,0,0,0,15.17,,,,,,,,,,,,,
08/01/2019 01:00,08/01/2019 03:00,0,0,0,15.092,,,,,,,,,,,,,
08/01/2019 02:00,08/01/2019 04:00,0,0,0,15.002,,,,,,,,,,,,,
08/01/2019 03:00,08/01/2019 05:00,0,0,0,14.922,,,,,,,,,,,,,
08/01/2019 04:00,08/01/2019 06:00,0.034,0,0.052,16.085,,,,,,,,,,,,,
08/01/2019 05:00,08/01/2019 07:00,0.137,0.024,0.144,19.055,,,,,,,,,,,,,
08/01/2019 06:00,08/01/2019 08:00,0.266,0.144,0.175,22.015,,,,,,,,,,,,,
08/01/2019 07:00,08/01/2019 09:00,0.39,0.3,0.172,23.905,,,,,,,,,,,,,
08/01/2019 08:00,08/01/2019 10:00,0.485,0.433,0.165,25.273,,,,,,,,,,,,,
08/01/2019 09:00,08/01/2019 11:00,0.521,0.467,0.183,26.168,,,,,,,,,,,,,
08/01/2019 10:00,08/01/2019 12:00,0.512,0.433,0.207,26.643,,,,,,,,,,,,,
08/01/2019 11:00,08/01/2019 13:00,0.446,0.283,0.267,26.464,,,,,,,,,,,,,
08/01/2019 12:00,08/01/2019 14:00,0.341,0.119,0.296,25.682,,,,,,,,,,,,,
08/01/2019 13:00,08/01/2019 15:00,0.234,0.046,0.239,24.644,,,,,,,,,,,,,
08/01/2019 14:00,08/01/2019 16:00,0.129,0.012,0.151,23.187,,,,,,,,,,,,,
08/01/2019 15:00,08/01/2019 17:00,0.028,0,0.046,20.855,,,,,,,,,,,,,
08/01/2019 16:00,08/01/2019 18:00,0,0,0,18.668,,,,,,,,,,,,,
08/01/2019 17:00,08/01/2019 19:00,0,0,0,17.841,,,,,,,,,,,,,
08/01/2019 18:00,08/01/2019 20:00,0,0,0,17.208,,,,,,,,,,,,,
08/01/2019 19:00,08/01/2019 21:00,0,0,0,16.731,,,,,,,,,,,,,
08/01/2019 20:00,08/01/2019 22:00,0,0,0,16.545,,,,,,,,,,,,,
08/01/2019 21:00,08/01/2019 23:00,0,0,0,16.367,,,,,,,,,,,,,
08/01/2019 22:00,09/01/2019 00:00,0,0,0,15.757,,,,,,,,,,,,,
08/01/2019 23:00,09/01/2019 01:00,0,0,0,15.136,,,,,,,,,,,,,
09/01/2019 00:00,09/01/2019 02:00,0,0,0,14.82,,,,,,,,,,,,,
09/01/2019 01:00,09/01/2019 03:00,0,0,0,14.655,,,,,,,,,,,,,
09/01/2019 02:00,09/01/2019 04:00,0,0,0,14.472,,,,,,,,,,,,,
09/01/2019 03:00,09/01/2019 05:00,0,0,0,14.261,,,,,,,,,,,,,
09/01/2019 04:00,09/01/2019 06:00,0.036,0,0.054,15.072,,,,,,,,,,,,,
09/01/2019 05:00,09/01/2019 07:00,0.127,0.037,0.119,17.454,,,,,,,,,,,,,
09/01/2019 06:00,09/01/2019 08:00,0.271,0.197,0.125,21.039,,,,,,,,,,,,,
09/01/2019 07:00,09/01/2019 09:00,0.4,0.352,0.132,23.822,,,,,,,,,,,,,
09/01/2019 08:00,09/01/2019 10:00,0.487,0.458,0.143,25.226,,,,,,,,,,,,,
09/01/2019 09:00,09/01/2019 11:00,0.531,0.512,0.152,26.206,,,,,,,,,,,,,
09/01/2019 10:00,09/01/2019 12:00,0.518,0.476,0.173,26.664,,,,,,,,,,,,,
09/01/2019 11:00,09/01/2019 13:00,0.464,0.379,0.197,26.685,,,,,,,,,,,,,
09/01/2019 12:00,09/01/2019 14:00,0.367,0.222,0.226,26.165,,,,,,,,,,,,,
09/01/2019 13:00,09/01/2019 15:00,0.258,0.105,0.209,25.424,,,,,,,,,,,,,
09/01/2019 14:00,09/01/2019 16:00,0.134,0.02,0.149,24.181,,,,,,,,,,,,,
09/01/2019 15:00,09/01/2019 17:00,0.03,0,0.049,21.775,,,,,,,,,,,,,
09/01/2019 16:00,09/01/2019 18:00,0,0,0,19.166,,,,,,,,,,,,,
09/01/2019 17:00,09/01/2019 19:00,0,0,0,18.336,,,,,,,,,,,,,
09/01/2019 18:00,09/01/2019 20:00,0,0,0,17.873,,,,,,,,,,,,,
09/01/2019 19:00,09/01/2019 21:00,0,0,0,17.755,,,,,,,,,,,,,
09/01/2019 20:00,09/01/2019 22:00,0,0,0,17.625,,,,,,,,,,,,,
09/01/2019 21:00,09/01/2019 23:00,0,0,0,17.285,,,,,,,,,,,,,
09/01/2019 22:00,10/01/2019 00:00,0,0,0,16.694,,,,,,,,,,,,,
09/01/2019 23:00,10/01/2019 01:00,0,0,0,15.848,,,,,,,,,,,,,
10/01/2019 00:00,10/01/2019 02:00,0,0,0,14.95,,,,,,,,,,,,,
10/01/2019 01:00,10/01/2019 03:00,0,0,0,14.271,,,,,,,,,,,,,
10/01/2019 02:00,10/01/2019 04:00,0,0,0,13.885,,,,,,,,,,,,,
10/01/2019 03:00,10/01/2019 05:00,0,0,0,13.735,,,,,,,,,,,,,
10/01/2019 04:00,10/01/2019 06:00,0.035,0,0.053,15.334,,,,,,,,,,,,,
10/01/2019 05:00,10/01/2019 07:00,0.124,0.041,0.113,18.876,,,,,,,,,,,,,
10/01/2019 06:00,10/01/2019 08:00,0.265,0.16,0.157,21.818,,,,,,,,,,,,,
10/01/2019 07:00,10/01/2019 09:00,0.383,0.28,0.183,23.578,,,,,,,,,,,,,
10/01/2019 08:00,10/01/2019 10:00,0.465,0.371,0.2,24.917,,,,,,,,,,,,,
10/01/2019 09:00,10/01/2019 11:00,0.499,0.398,0.221,25.843,,,,,,,,,,,,,
10/01/2019 10:00,10/01/2019 12:00,0.497,0.39,0.228,26.414,,,,,,,,,,,,,
10/01/2019 11:00,10/01/2019 13:00,0.456,0.337,0.226,26.551,,,,,,,,,,,,,
10/01/2019 12:00,10/01/2019 14:00,0.372,0.226,0.229,26.123,,,,,,,,,,,,,
10/01/2019 13:00,10/01/2019 15:00,0.255,0.096,0.215,25.249,,,,,,,,,,,,,
10/01/2019 14:00,10/01/2019 16:00,0.139,0.026,0.148,24.222,,,,,,,,,,,,,
10/01/2019 15:00,10/01/2019 17:00,0.034,0,0.054,21.943,,,,,,,,,,,,,
10/01/2019 16:00,10/01/2019 18:00,0,0,0,19.49,,,,,,,,,,,,,
10/01/2019 17:00,10/01/2019 19:00,0,0,0,18.743,,,,,,,,,,,,,
10/01/2019 18:00,10/01/2019 20:00,0,0,0,18.144,,,,,,,,,,,,,
10/01/2019 19:00,10/01/2019 21:00,0,0,0,17.669,,,,,,,,,,,,,
10/01/2019 20:00,10/01/2019 22:00,0,0,0,17.453,,,,,,,,,,,,,
10/01/2019 21:00,10/01/2019 23:00,0,0,0,17.439,,,,,,,,,,,,,
10/01/2019 22:00,11/01/2019 00:00,0,0,0,17.031,,,,,,,,,,,,,
10/01/2019 23:00,11/01/2019 01:00,0,0,0,15.966,,,,,,,,,,,,,
11/01/2019 00:00,11/01/2019 02:00,0,0,0,15.077,,,,,,,,,,,,,
11/01/2019 01:00,11/01/2019 03:00,0,0,0,14.551,,,,,,,,,,,,,
11/01/2019 02:00,11/01/2019 04:00,0,0,0,14.246,,,,,,,,,,,,,
11/01/2019 03:00,11/01/2019 05:00,0,0,0,14.105,,,,,,,,,,,,,
11/01/2019 04:00,11/01/2019 06:00,0.026,0,0.043,15.806,,,,,,,,,,,,,
11/01/2019 05:00,11/01/2019 07:00,0.11,0.057,0.082,19.528,,,,,,,,,,,,,
11/01/2019 06:00,11/01/2019 08:00,0.272,0.228,0.099,22.869,,,,,,,,,,,,,
11/01/2019 07:00,11/01/2019 09:00,0.406,0.382,0.113,24.723,,,,,,,,,,,,,
11/01/2019 08:00,11/01/2019 10:00,0.49,0.476,0.133,25.97,,,,,,,,,,,,,
11/01/2019 09:00,11/01/2019 11:00,0.52,0.494,0.158,26.787,,,,,,,,,,,,,
11/01/2019 10:00,11/01/2019 12:00,0.518,0.483,0.167,27.305,,,,,,,,,,,,,
11/01/2019 11:00,11/01/2019 13:00,0.468,0.406,0.176,27.325,,,,,,,,,,,,,
11/01/2019 12:00,11/01/2019 14:00,0.381,0.279,0.188,26.858,,,,,,,,,,,,,
11/01/2019 13:00,11/01/2019 15:00,0.254,0.108,0.202,25.788,,,,,,,,,,,,,
11/01/2019 14:00,11/01/2019 16:00,0.137,0.029,0.144,24.506,,,,,,,,,,,,,
11/01/2019 15:00,11/01/2019 17:00,0.033,0,0.053,22.325,,,,,,,,,,,,,
11/01/2019 16:00,11/01/2019 18:00,0,0,0,19.916,,,,,,,,,,,,,
11/01/2019 17:00,11/01/2019 19:00,0,0,0,19.168,,,,,,,,,,,,,
11/01/2019 18:00,11/01/2019 20:00,0,0,0,18.615,,,,,,,,,,,,,
11/01/2019 19:00,11/01/2019 21:00,0,0,0,18.248,,,,,,,,,,,,,
11/01/2019 20:00,11/01/2019 22:00,0,0,0,18.088,,,,,,,,,,,,,
11/01/2019 21:00,11/01/2019 23:00,0,0,0,18.097,,,,,,,,,,,,,
11/01/2019 22:00,12/01/2019 00:00,0,0,0,17.588,,,,,,,,,,,,,
11/01/2019 23:00,12/01/2019 01:00,0,0,0,16.498,,,,,,,,,,,,,
12/01/2019 00:00,12/01/2019 02:00,0,0,0,15.663,,,,,,,,,,,,,
12/01/2019 01:00,12/01/2019 03:00,0,0,0,15.227,,,,,,,,,,,,,
12/01/2019 02:00,12/01/2019 04:00,0,0,0,15.017,,,,,,,,,,,,,
12/01/2019 03:00,12/01/2019 05:00,0,0,0,14.924,,,,,,,,,,,,,
12/01/2019 04:00,12/01/2019 06:00,0.03,0,0.047,16.354,,,,,,,,,,,,,
12/01/2019 05:00,12/01/2019 07:00,0.119,0.051,0.098,20.051,,,,,,,,,,,,,
12/01/2019 06:00,12/01/2019 08:00,0.271,0.196,0.129,22.969,,,,,,,,,,,,,
12/01/2019 07:00,12/01/2019 09:00,0.398,0.334,0.15,24.614,,,,,,,,,,,,,
12/01/2019 08:00,12/01/2019 10:00,0.469,0.388,0.191,25.636,,,,,,,,,,,,,
12/01/2019 09:00,12/01/2019 11:00,0.509,0.421,0.213,26.393,,,,,,,,,,,,,
12/01/2019 10:00,12/01/2019 12:00,0.49,0.352,0.258,26.632,,,,,,,,,,,,,
12/01/2019 11:00,12/01/2019 13:00,0.428,0.221,0.305,26.31,,,,,,,,,,,,,
12/01/2019 12:00,12/01/2019 14:00,0.326,0.096,0.3,25.484,,,,,,,,,,,,,
12/01/2019 13:00,12/01/2019 15:00,0.24,0.055,0.236,24.675,,,,,,,,,,,,,
12/01/2019 14:00,12/01/2019 16:00,0.137,0.02,0.152,23.598,,,,,,,,,,,,,
12/01/2019 15:00,12/01/2019 17:00,0.034,0,0.054,21.564,,,,,,,,,,,,,
